,0,1,2,3
106,"Ornaments is a Ornament (Chinese: 首飾) is a Hong Kong football club which currently competes in the Hong Kong Third Division. Formed in 1948 by HK Gold & Silver Ornament Workers and Merchants General Union, the club has competed as high as the second tier of Hong Kong football., In architecture and decorative art, ornament is a decoration used to embellish parts of a building or object.  Large figurative elements such as monumental sculpture and their equivalents in decorative art are excluded from the term; most ornament does not include human figures, and if present they are small compared to the overall scale. Architectural ornament can be carved from stone, wood or precious metals, formed with plaster or clay, or painted or impressed onto a surface as applied ornament; in other applied arts the main material of the object, or a different one such as paint or vitreous enamel may be used.  

A wide variety of decorative styles and motifs have been developed for architecture and the applied arts, including pottery, furniture, metalwork. In textiles, wallpaper and other objects where the decoration may be the main justification for its existence, the terms pattern or design are more likely to be used.  The vast range of motifs used in ornament draw from geometrical shapes and patterns, plants, and human and animal figures.  Across Eurasia and the Mediterranean world there has been a rich and linked tradition of plant-based ornament for over three thousand years; traditional ornament from other parts of the world typically relies more on geometrical and animal motifs.  
In a 1941 essay, the architectural historian Sir John Summerson called it ""surface modulation"". The earliest decoration and ornament often survives from prehistoric cultures in simple markings on pottery, where decoration in other materials (including tattoos) has been lost. Where the potter's wheel was used, the technology made some kinds of decoration very easy; weaving is another technology which also lends itself very easily to decoration or pattern, and to some extent dictates its form. Ornament has been evident in civilizations since the beginning of recorded history, ranging from Ancient Egyptian architecture to the assertive lack of ornament of 20th century Modernist architecture.
Ornament implies that the ornamented object has a function that an unornamented equivalent might also fulfill.  Where the object has no such function, but exists only to be a work of art such as a sculpture or painting, the term is less likely to be used, except for peripheral elements. In recent centuries a distinction between the fine arts and applied or decorative arts has been applied (except for architecture), with ornament mainly seen as a feature of the latter class.",75000000_Household/Office Furniture/Furnishings,75030000_Ornamental Furnishings,75030100_Ornaments
107,"Major Laundry Appliances is a Laundry refers to the washing of clothing and other textiles. Laundry processes are often done in a room reserved for that purpose; in an individual home this is referred to as a laundry room, Laundry in Australian English or utility room. An apartment building or student hall of residence may have a shared laundry facility such as a tvättstuga. A stand-alone business is referred to as a self-service laundry (launderette in British English or laundromat in North American and Australasia). The material that is being washed, or has been laundered, is also generally referred to as laundry.
Laundry has been part of history since humans began to wear clothes, so the methods by which different cultures have dealt with this universal human need are of interest to several branches of scholarship. Laundry work has traditionally been highly gendered, with the responsibility in most cultures falling to women (known as laundresses or washerwomen). The Industrial Revolution gradually led to mechanised solutions to laundry work, notably the washing machine and later the tumble dryer. Laundry, like cooking and child care, is done both at home and by commercial establishments outside the home., A laundry symbol, also called a care symbol, is a pictogram which represents a method of washing, for example drying, dry-cleaning and ironing clothing. Such symbols are written on labels, known as care labels or care tags, attached to clothing to indicate how a particular item should best be cleaned. Standard symbols for these care labels differ by region. In some standards, pictograms coexist with or are complemented by written instructions.
The Canadian system was formerly based on colour: green for ""go ahead"", yellow for ""be careful"", and red for ""stop"". That system was abandoned in favour of a common North American scheme.Although there is an international standard that has been agreed by the ISO and within Europe by the EU, copyright laws make it difficult to publish these widely. However, there have been attempts to summarize the main national and international standards., A laundry room (also called a utility room) is a room where clothes are washed and dried.  In a modern home, a laundry room would be equipped with an automatic washing machine and clothes dryer, and often a large basin, called a laundry tub, for hand-washing delicate articles of clothing such as sweaters, and an ironing board. A typical laundry room is located in the basement of older homes, but in many modern homes, the laundry room might be found on the main floor near the kitchen or upstairs near the bedrooms.  
Another typical location is adjacent to the garage and the laundry room serves as a mudroom for the entrance from the garage.  As the garage is often at a different elevation (or grade) from the rest of the house, the laundry room that serves as an entrance from the garage that may be sunken from the rest of the house.  This prevents or reduces the need for stairs between the garage and the house.
Laundry rooms may also include storage cabinets, countertops for folding clothes, and, space permitting, a small sewing machine.
Most houses in the United Kingdom do not have laundry rooms; as such, the washing machine and dryer are usually located in the kitchen or garage., Appliances Online is an Australian online retailer of white goods and home appliances based in Sydney, Australia. The company is a subsidiary of the family-run Winning Group, encompassing Big Brown Box and Winning Appliances. The company claims to have more than 300,000 customers nationwide.",72000000_Home Appliances,72010000_Major Domestic Appliances,72010500_Major Laundry Appliances
108,"Computer/Video Game Software is a Video is a discontinued American consumer electronics magazine that was published from 1977 to 1999 by Reese Communications with a focus on video and audio devices. The magazine showcases new audiovisual products, analyzes current practices and trends in the field, and provides critical reviews of newly marketed products and equipment. During its early years, it competed fiercely with contemporary journals like Video Review and Video Buyer's Review—ultimately culminating in a 1980 trademark infringement suit over use of the term ""Video Buyer's Guide"". In March 1995, Video was acquired from Reese by Hachette Filipacchi, and in 1999 it was merged with their bi-monthly Sound & Image magazine to become Sound & Vision.
Today, the legacy of Video lies in the history of video game journalism as its regular column, ""Arcade Alley"", represents the earliest example of a video game column in a mainstream publication. Arcade Alley is credited with having popularized the nascent medium, leading its two main writers to create the first US video game magazine, Electronic Games., A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a two- or three-dimensional video display device such as a touchscreen, virtual reality headset or monitor/TV set. Since the 1980s, video games have become an increasingly important part of the entertainment industry, and whether they are also a form of art is a matter of dispute.
The electronic systems used to play video games are called platforms. Video games are developed and released for one or several platforms and may not be available on others. Specialized platforms such as arcade games, which present the game in a large, typically coin-operated chassis, were common in the 1980s in video arcades, but declined in popularity as other, more affordable platforms became available. These include dedicated devices such as video game consoles, as well as general-purpose computers like a laptop, desktop or handheld computing devices.
The input device used for games, the game controller, varies across platforms. Common controllers include gamepads, joysticks, mouse devices, keyboards, the touchscreens of mobile devices, or even a person's body, using a Kinect sensor. Players view the game on a display device such as a television or computer monitor or sometimes on virtual reality head-mounted display goggles. There are often game sound effects, music and voice actor lines which come from loudspeakers or headphones. Some games in the 2000s include haptic, vibration-creating effects, force feedback peripherals and virtual reality headsets.
Since the 2010s, the commercial importance of the video game industry has been increasing. The emerging Asian markets and mobile games on smartphones in particular are driving the growth of the industry. As of 2018, video games generated sales of US$134.9 billion annually worldwide, and were the third-largest segment in the U.S. entertainment market, behind broadcast and cable TV., A mod (short for ""modification"") is an alteration by players or fans of a video game that changes one or more aspects of a video game, such as how it looks or behaves. Mods may range from small changes and tweaks to complete overhauls, and can extend the replay value and interest of the game.
Modding a game can also be understood as the act of seeking and installing mods to the player's game, but the act of tweaking pre-existing settings and preferences is not truly modding.Mods have arguably become an increasingly important factor in the commercial success of some games, as they add a depth to the original work, and can be both useful to players and a means of self-expression.People can become fans of specific mods, in addition to fans of the game they are for, such as requesting features and alterations for these mods. In cases where mods are very popular, players might have to clarify that they are referring to the unmodified game when talking about playing a game. The term vanilla is often used to make this distinction. ""Vanilla Minecraft"", for example, refers to the original, unmodified game.
As early as the 1980s, video game mods have also been used for the sole purpose of creating art, as opposed to an actual game. This can include recording in-game actions as a film, as well as attempting to reproduce real-life areas inside a game with no regard for game play value. This has led to the rise of artistic video game modification, as well as machinima and the demoscene.
Popular games can have tens of thousands of mods created for them.  Popular websites dedicated to modding include Nexus Mods, GameBanana, Mod DB, and Steam Workshop., A video game genre is a classification assigned to a video game based primarily on its gameplay (type of interaction) rather than visual or narrative features. A video game genre is  normally defined by a set of gameplay challenges considered independently of setting or game-world content, unlike works of fiction that are expressed through other media, such as films or books. For example, a shooter game is still a shooter game, regardless of where or when it takes place.As with nearly all varieties of genre classification, the matter of a specific game's genre is open to subjective interpretation. An individual game may belong to several genres at once., A video game console is a computer device that outputs a video signal or visual image to display a video game that one or more people can play.
The term ""video game console"" is primarily used to distinguish a console machine primarily designed for consumers to use for playing video games, in contrast to arcade machines or home computers. An arcade machine consists of a video game computer, display, game controller (joystick, buttons, etc.), and speakers housed in large or small chassis. A home computer is a personal computer designed for home use for a variety of purposes, such as bookkeeping, accessing the Internet, and playing video games. Although arcades and computers are generally expensive or highly ""technical"" devices, video game consoles were designed with affordability and accessibility to the general public in mind.
Unlike similar consumer electronics such as music players and movie players, which use industry-wide standard formats, video game consoles use proprietary formats which compete with each other for market share. There are various types of video game consoles, including home video game consoles, handheld game consoles, microconsoles, and dedicated consoles. Although Ralph Baer had built working game consoles by 1966, it was nearly a decade before Home Pong made them commonplace in regular people's living rooms. Through evolution over the 1990s and 2000s, game consoles have expanded to offer additional functions such as CD players, DVD players, Blu-ray disc players, web browsers, set-top boxes, and more., The HTML5 specification introduced the video element for the purpose of playing videos, partially replacing the object element. HTML5 video is intended by its creators to become the new standard way to show video on the web, instead of the previous de facto standard of using the proprietary Adobe Flash plugin, though early adoption was hampered by lack of agreement as to which video coding formats and audio coding formats should be supported in web browsers.",65000000_Computing,65010000_Computers/Video Games,65010400_Computer/Video Game Software
109,"Water Storage/Treatment is a Water storage is a broad term referring to storage of both potable water for consumption, and non potable water for use in agriculture. In both developing countries and some developed countries found in tropical climates, there is a need to store potable drinking water during the dry season. In agriculture water storage, water is stored for later use in natural water sources, such as groundwater aquifers, soil water, natural wetlands, and small artificial ponds, tanks and reservoirs behind major dams. Storing water invites a host of potential issues regardless of that waters intended purpose, including contamination through organic and inorganic means., A waterfall is an area where water flows over a vertical drop or a series of steep drops in the course of a stream or river. Waterfalls also occur where meltwater drops over the edge of a tabular iceberg or ice shelf., Water treatment is any process that improves the quality of water to make it appropriate for a specific end-use. The end use may be drinking, industrial water supply, irrigation, river flow maintenance, water recreation or many other uses, including being safely returned to the environment.  Water treatment removes contaminants and undesirable components, or reduces their concentration so that the water becomes fit for its desired end-use. This treatment is crucial to human health and allows humans to benefit from both drinking and irrigation use.",79000000_Plumbing/Heating/Ventilation/Air Conditioning,79010000_Plumbing/Heating/Ventilation/Air Conditioning,79010400_Water Storage/Treatment
110,"Writing/Design Implements/Aids is a A writer is a person who uses written words in different styles and techniques to communicate ideas. Writers produce different forms of literary art and creative writing such as novels, short stories, books, poetry, plays, screenplays, 
teleplays, songs, and essays as well as other reports and news articles that may be of interest to the public. Writers' texts are published across a range of media. Skilled writers who are able to use language to express ideas well, often contribute significantly to the cultural content of a society.The term ""writer"" is also used elsewhere in the arts and music – such as songwriter or a screenwriter – but as a standalone ""writer"" normally refers to the creation of written language. Some writers work from an oral tradition.
Writers can produce material across a number of genres, fictional or non-fictional. Other writers use multiple media – for example, graphics or illustration – to enhance the communication of their ideas. Another recent demand has been created by civil and government readers for the work of non-fictional technical writers, whose skills create understandable, interpretive documents of a practical or scientific kind. Some writers may use images (drawing, painting, graphics) or multimedia to augment their writing. In rare instances, creative writers are able to communicate their ideas via music as well as words.As well as producing their own written works, writers often write on how they write (that is, the process they use); why they write (that is, their motivation); and also comment on the work of other writers (criticism). Writers work professionally or non-professionally, that is, for payment or without payment and may be paid either in advance (or on acceptance), or only after their work is published. Payment is only one of the motivations of writers and many are not paid for their work.
The term writer is often used as a synonym of author, although the latter term has a somewhat broader meaning and is used to convey legal responsibility for a piece of writing, even if its composition is anonymous, unknown or collaborative., In art and iconography, a motif ((pronunciation) ) is an element of an image.  A motif may be repeated in a pattern or design, often many times, or may just occur once in a work., The write is one of the most basic routines provided by a Unix-like operating system kernel. It writes data from a buffer declared by the user to a given device, such as a file. This is the primary way to output data from a program by directly using a system call. The destination is identified by a numeric code. The data to be written, for instance a piece of text, is defined by a pointer and a size, given in number of bytes.
write thus takes three arguments:

The file code (file descriptor or fd).
The pointer to a buffer where the data is stored (buf).
The number of bytes to write from the buffer (nbytes)., A design is a plan or specification for the construction of an object or system or for the implementation of an activity or process, or the result of that plan or specification in the form of a prototype, product or process. The verb to design expresses the process of developing a design. In some cases, the direct construction of an object without an explicit prior plan (such as in craftwork, some engineering, coding, and graphic design) may also be considered to be a design activity. The design usually has to satisfy certain goals and constraints, may take into account aesthetic, functional, economic, or socio-political considerations, and is expected to interact with a certain environment. Major examples of designs include architectural blueprints, engineering drawings, business processes, circuit diagrams, and sewing patterns.The person who produces a design is called a designer, which is a term generally used for people who work professionally in one of the various design areas—usually specifying which area is being dealt with (such as a textile designer, fashion designer, product designer, concept designer, web designer or interior designer), but also others such as architects and engineers. A designer's sequence of activities is called a design process, possibly using design methods. The process of creating a design can be brief (a quick sketch) or lengthy and complicated, involving considerable research, negotiation, reflection, modeling, interactive adjustment and re-design.",62000000_Stationery/Office Machinery/Occasion Supplies,62060000_Stationery/Office Machinery,62060100_Writing/Design Implements/Aids
111,"Oils Edible is a Oil sands, tar sands, crude bitumen, or more technically bituminous sands, are a type of unconventional petroleum deposit. Oil sands are either loose sands or partially consolidated sandstone containing a naturally occurring mixture of sand, clay, and water, soaked with a dense and extremely viscous form of petroleum technically referred to as bitumen.
Natural bitumen deposits are reported in many countries, but in particular are found in extremely large quantities in Canada. Other large reserves are located in Kazakhstan, Russia, and Venezuela. The estimated worldwide deposits of oil are more than 2 trillion barrels (320 billion cubic metres); the estimates include deposits that have not been discovered. Proven reserves of bitumen contain approximately 100 billion barrels, and total natural bitumen reserves are estimated at 249.67 Gbbl (39.694×10^9 m3) worldwide, of which 176.8 Gbbl (28.11×10^9 m3), or 70.8%, are in Alberta, Canada.The crude bitumen contained in the Canadian oil sands is described by the National Energy Board of Canada as ""a highly viscous mixture of hydrocarbons heavier than pentanes which, in its natural state, is not usually recoverable at a commercial rate through a well because it is too thick to flow."" Crude bitumen is a thick, sticky form of crude oil, so heavy and viscous (thick) that it will not flow unless heated or diluted with lighter hydrocarbons such as light crude oil or natural-gas condensate. At room temperature, it is much like cold molasses. The World Energy Council (WEC) defines natural bitumen as ""oil having a viscosity greater than 10,000 centipoise under reservoir conditions and an API gravity of less than 10° API"". The Orinoco Belt in Venezuela is sometimes described as oil sands, but these deposits are non-bituminous, falling instead into the category of heavy or extra-heavy oil due to their lower viscosity. Natural bitumen and extra-heavy oil differ in the degree by which they have been degraded from the original conventional oils by bacteria. According to the WEC, extra-heavy oil has ""a gravity of less than 10° API and a reservoir viscosity of no more than 10,000 centipoise"".The 1973 and 1979 oil crises, which resulting in a spike in the price of oil, as well as the development of improved technologies, such as steam assisted gravity drainage (SAGD), enabled profitable extraction and processing of the oil sands. Together with other so-called unconventional oil extraction practices, oil sands are implicated in the unburnable carbon debate but also contribute to energy security and counteract the international price cartel OPEC. According to the Oil Climate Index, carbon emissions from oil-sand crude are 31% higher than from conventional oil. In Canada, oil sands production in general, and in-situ extraction, in particular, are the largest contributors to the increase in the nation's GHG emissions from 2005 to 2017, according to Natural Resources Canada (NRCan)., Cooking oil is plant, animal, or synthetic fat used in frying, baking, and other types of cooking. It is also used in food preparation and flavouring not involving heat, such as salad dressings and bread dippings like bread dips, and may be called edible oil.
Cooking oil is typically a liquid at room temperature, although some oils that contain saturated fat, such as coconut oil, palm oil and palm kernel oil are solid.There is a wide variety of cooking oils from plant sources such as olive oil, palm oil, soybean oil, canola oil (rapeseed oil), corn oil, peanut oil and other vegetable oils, as well as animal-based oils like butter and lard.
Oil can be flavored with aromatic foodstuffs such as herbs, chillies or garlic., An oilskin is a waterproof garment, typically worn by sailors and by others in wet areas, such as fish-plant workers. The modern oilskin garment was developed by a New Zealander, Edward Le Roy, in 1898.  Le Roy used worn-out sailcloth painted with a mixture of linseed oil and wax to produce a waterproof garment suitable to be worn on deck in foul-weather conditions., An essential oil is a concentrated hydrophobic liquid containing volatile (easily evaporated at normal temperatures) chemical compounds from plants. Essential oils are also known as volatile oils, ethereal oils,  aetherolea, or simply as the oil of the plant from which they were extracted, such as oil of clove. An essential oil is ""essential"" in the sense that it contains the ""essence of"" the plant's fragrance—the characteristic fragrance of the plant from which it is derived. The term ""essential"" used here does not mean indispensable or usable by the human body, as with the terms essential amino acid or essential fatty acid, which are so called because they are nutritionally required by a given living organism.Essential oils are generally extracted by distillation, often by using steam. Other processes include expression, solvent extraction, sfumatura, absolute oil extraction, resin tapping, wax embedding, and cold pressing. They are used in perfumes, cosmetics, soaps and other products, for flavoring food and drink, and for adding scents to incense and household cleaning products. Essential Oils should not be confused with Perfume, Fragrance, etc. as the latter usually include pure chemical components whereas essential oils are derived from plants.
Essential oils are often used for aromatherapy, a form of alternative medicine in which healing effects are ascribed to aromatic compounds. Aromatherapy may be useful to induce relaxation, but there is not sufficient evidence that essential oils can effectively treat any condition. Improper use of essential oils may cause harm including allergic reactions and skin irritation, and children may be particularly susceptible to the toxic effects of improper use., An oil is any nonpolar chemical substance that is a viscous liquid at ambient temperatures and is both hydrophobic (does not mix with water, literally ""water fearing"") and lipophilic (mixes with other oils, literally ""fat loving""). Oils have a high carbon and hydrogen content and are usually flammable and surface active. Most oils are unsaturated lipids that are liquid at room temperature.
The general definition of oil includes classes of chemical compounds that may be otherwise unrelated in structure, properties, and uses. Oils may be animal, vegetable, or petrochemical in origin, and may be volatile or non-volatile. They are used for food (e.g., olive oil), fuel (e.g., heating oil), medical purposes (e.g., mineral oil), lubrication (e.g. motor oil), and the manufacture of many types of paints, plastics, and other materials. Specially prepared oils are used in some religious ceremonies and rituals as purifying agents.",50000000_Food/Beverage/Tobacco,50150000_Oils/Fats Edible,50151500_Oils Edible
112,"Stationery Cutters/Trimmers is a Cutter's Way (also known as Cutter and Bone) is a 1981 neo noir thriller directed by Ivan Passer. The film stars Jeff Bridges, John Heard, and Lisa Eichhorn. The screenplay was by Jeffrey Alan Fiskin, based on the 1976 novel Cutter and Bone by Newton Thornburg., Cutters Choice is a fine-cut hand rolling  tobacco manufactured in the Netherlands by British American Tobacco.
It is sold in 30g and 50g pouches. However, prior to 20 May 2017 when the sale of smaller quantities of tobacco was outlawed, it used to be sold in 10g, 12.5g, 25g & 50g pouches; it also used to be available in 50g tins as well as 100g pouches which were both discontinued in 2017.
The EU Tobacco Products Directive which took effect on 1 July 2017 removed all branding, description and attractive colourisation from tobacco products, leaving only government health warnings, disturbing pictures of tobacco-related illnesses, and only the manufacturer's name and brand is allowed to distinguish one pouch from another. The use of tobacco strength indicators with words such as 'light' or 'smooth' was also outlawed leaving the industry to use somewhat subliminal brand names for their products. In Cutter's Choice case, their 'smooth' blend became 'extra fine'.
Cutters Choice is a blend of gold and bronze Virginia tobacco and has mild, smooth and favourful qualities. Cutters Choice is mainly smoked in the United Kingdom and Ireland and its popularity is attributed to its mid-range pricing strategy.
The 'extra fine' blend, which proves more popular and is cheaper to purchase (£14 for 30g original compared to £11.50 for 30g extra fine in May 2019), is simply cut slightly finer than the original but it has a noticeably harsher flavour.
30g and 50g pouches available in United Kingdom include a pack of chlorine-free cigarette papers.


== References ==, Stationery is a mass noun referring to commercially manufactured writing materials, including cut paper, envelopes, writing implements, continuous form paper, and other office supplies. Stationery includes materials to be written on by hand (e.g., letter paper) or by equipment For example: computer printers., A cutter is generally a small to medium-sized vessel, depending on its role and definition.  Historically, it was a smallish single-masted, decked sailcraft designed for speed rather than capacity.  As such, it was gaff-rigged, with two or more headsails and often a bowsprit of some length, with a mast sometimes set farther back than on a sloop.  While historically a workboat, as used by harbor pilots, the military, and privateers, sailing cutters today are most commonly fore-and-aft rigged private yachts.
Powered cutters vary in size depending on their function, with small boats for ferrying passengers between larger craft and shore sometimes referred to as cutters, rugged smallish vessels serving the traditional role of delivering harbor pilots, and large ocean-going U.S. Coast Guard or UK Border Force ships referred to as cutters by tradition.Open oared cutters were carried aboard 18th century naval vessels and rowed by pairs of men sitting side-by-side on benches.  A similar form that evolved among London watermen remains in use today in club racing.",62000000_Stationery/Office Machinery/Occasion Supplies,62060000_Stationery/Office Machinery,62060800_Stationery Cutters/Trimmers
113,"Lawn/Garden Waste Disposal is a Waste management (or waste disposal) include the activities and actions required to manage waste from its inception to its final disposal.
This includes the collection, transport, treatment and disposal of waste, together with monitoring and regulation of the waste management process.
Waste can be solid, liquid, or gas and each type has different methods of disposal and management. Waste management deals with all types of waste, including industrial, biological and household. In some cases, waste can pose a threat to human health. Waste is produced by human activity, for example, the extraction and processing of raw materials. Waste management is intended to reduce adverse effects of waste on human health, the environment or aesthetics.
Waste management practices are not uniform among countries (developed and developing nations); regions (urban and rural areas), and residential and industrial sectors can all take different approaches.A large portion of waste management practices deal with municipal solid waste (MSW) which is the bulk of the waste that is created by household, industrial, and commercial activity., Waste disposal authorities (WDA) were established in the United Kingdom following the Environmental Protection Act 1990. WDAs are in charge of the use of funds from Council Tax to facilitate the disposal of municipal waste. WDAs must manage waste which is collected by local councils. In the case of unitary authorities waste disposal authorities are the same as the waste collection authority. WDAs are responsible for developing and implementing plans to deal with municipal waste., Waste (or wastes) are unwanted or unusable materials. Waste is any substance which is discarded after primary use, or is worthless, defective and of no use. A by-product by contrast is a joint product of relatively minor economic value. A waste product may become a by-product, joint product or resource through an invention that raises a waste product's value above zero. 
Examples include municipal solid waste (household trash/refuse), hazardous waste, wastewater (such as sewage, which contains bodily wastes (feces and urine) and surface runoff), radioactive waste, and others., Waste is a term used in the law of real property to describe a cause of action that can be brought in court to address a change in condition of real property brought about by a current tenant that damages or destroys the value of that property. A lawsuit for waste can be brought against a life tenant or lessee of a leasehold estate, either by a current landlord or by the owner of a vested future interest.  The holder of an executory interest, however, has no standing to enforce an action for waste, since his future interest is not vested.  There are several different kinds of waste under the law., Greater London has a number of waste disposal authorities, responsible for waste collection and disposal.   Prior to the abolition of the Greater London Council in 1986, it was the waste authority for Greater London.",81000000_Lawn/Garden Supplies,81010000_Lawn/Garden Supplies,81010700_Lawn/Garden Waste Disposal
114,"Lawn/Garden Fencing is a Garden ~Summer Edit~ is FLOW's eighth single. It is a recut single from the original B-Side in their album Golden Coast. It reached #50 on the Oricon charts in its first week and charted for 2 weeks. *, A garden is a planned space, usually outdoors, set aside for the display, cultivation, or enjoyment of plants and other forms of nature. The garden can incorporate both natural and man-made materials. The most common form today is a residential garden, but the term garden has traditionally been a more general one. Zoos, which display wild animals in simulated natural habitats, were formerly called zoological gardens. Western gardens are almost universally based on plants, with garden often signifying a shortened form of botanical garden. Some traditional types of eastern gardens, such as Zen gardens, use plants sparsely or not at all.
Gardens may exhibit structural enhancements including statuary, follies, pergolas, trellises, stumperies, dry creek beds and water features such as fountains, ponds (with or without fish), waterfalls or creeks. Some gardens are for ornamental purposes only, while some gardens also produce food crops, sometimes in separate areas, or sometimes intermixed with the ornamental plants. Food-producing gardens are distinguished from farms by their smaller scale, more labor-intensive methods, and their purpose (enjoyment of a hobby or self-sustenance rather than producing for sale). Flower gardens combine plants of different heights, colors, textures, and fragrances to create interest and delight the senses.
Gardening is the activity of growing and maintaining the garden. This work is done by an amateur or professional gardener. A gardener might also work in a non-garden setting, such as a park, a roadside embankment, or other public space.
Landscape architecture is a related professional activity with landscape architects tending to specialise in design at multiple levels., The Garden is a 2008 American documentary film directed by Scott Hamilton Kennedy. It tells the story of the now demolished South Central Farm; a community garden and urban farm located in Los Angeles, California. The Garden details the plight of the South Central Farmers, a mostly Latinx community of farmers who organized and worked on the farm. After a suspected back room deal, the land upon which the farm operated was sold from the city back to the original owner, Richard Horowitz. He then decided he did not want to allow the farmers to use it anymore. Despite efforts to keep their farm, the South Central Farmers were evicted and their garden was bulldozed.  The film was nominated for an Academy Award for Best Documentary Feature on 22 January 2008.
The Garden includes appearances by Danny Glover, Daryl Hannah, and Antonio Villaraigosa., The Garden is a 1990 British arthouse film directed by Derek Jarman and produced by James Mackay for Basilisk Communications, in association with Channel 4, British Screen, and ZDF. It focuses on homosexuality and Christianity set against a backdrop of Prospect Cottage, Jarman's bleak coastal home of Dungeness in Kent, and his garden and the nearby landscape surrounding a nuclear power station, a setting Jarman compares to the Garden of Eden or Garden of Gethsemenae. The film was entered into the 17th Moscow International Film Festival., Lawn cloth or lawn is a fine plain weave textile, now chiefly of cotton. Terms also used include batiste and nainsook. Originally the name applied to plain weave linen, and linen lawn is also called ""handkerchief linen"".Lawn is designed using fine, high-thread-count yarns, which results in a silky, untextured feel. The fabric is made using either combed or carded yarns. When lawn is made using combed yarns, with a soft feel and slight luster, it is known as ""nainsook"". 
The term lawn is also used in the textile industry to refer to a type of starched crisp finish given to a cloth product. The finish can be applied to a variety of fine fabrics,  prints or plain., Fencing is the process of isolating a node of a computer cluster or protecting shared resources when a node appears to be malfunctioning.As the number of nodes in a cluster increases, so does the likelihood that one of them may fail at some point. The failed node may have control over shared resources that need to be reclaimed and if the node is acting erratically, the rest of the system needs to be protected. Fencing may thus either disable the node, or disallow shared storage access, thus ensuring data integrity., The Garden (Slovak: Záhrada) is a 1995 Slovak feature film in cooperation with French Artcam International and Czech InFilm Praha directed by Martin Šulík. The film is a poetic tale of Jakub, a man in his early 30s. It reflects the relationships and desires of Jakub in the idyllic surroundings of his grandfather's garden. The Garden is one of the most recognised films of post communist Slovakia. It is especially popular in Slovakia and the Czech Republic. It won the Special Jury Prize at the 40th Karlovy Vary International Film Festival in 1995, and several Czech Lions in 1996.
The film was selected as the Slovak entry for the Best Foreign Language Film at the 68th Academy Awards, but was not accepted as a nominee.",81000000_Lawn/Garden Supplies,81010000_Lawn/Garden Supplies,81010500_Lawn/Garden Fencing
115,"Decorative Banners/Flags is a Decorative laminates are laminated products primarily used as furniture surface materials or wall paneling. It can be manufactured as either high- or low-pressure laminate, with the two processes not much different from each other except for the pressure applied in the pressing process., The decorative arts are arts or crafts whose object is the design and manufacture of objects that are both beautiful and functional. It includes interior design, but not usually architecture. The decorative arts are often categorized in distinction to the ""fine arts"", namely painting, drawing, photography, and large-scale sculpture, which generally produce objects solely for their aesthetic quality and capacity to stimulate the intellect.",75000000_Household/Office Furniture/Furnishings,75030000_Ornamental Furnishings,75030700_Decorative Banners/Flags
116,"Personal Accessories Variety Packs is a Variety shows, also known as variety arts or variety entertainment, is entertainment made up of a variety of acts including musical performances, sketch comedy, magic, acrobatics, juggling, and ventriloquism. It is normally introduced by a compère (master of ceremonies) or host. The variety format made its way from Victorian era stage to radio and then television. Variety shows were a staple of anglophone television from the late 1940s into the 1980s.
While still widespread in some parts of the world, such as in the United Kingdom with the Royal Variety Performance, and South Korea with Running Man, the proliferation of multichannel television and evolving viewer tastes have affected the popularity of variety shows in the United States. Despite this, their influence has still had a major effect on late night television whose late night talk shows and NBC's variety series Saturday Night Live (which originally premiered in 1975) have remained popular fixtures of North American television., A fashion accessory is an item used to contribute, in a secondary manner, to the wearer's outfit, often used to complete an outfit and chosen to specifically complement the wearer's look. It has the capacity to further express an individuals identity and personality as there are accessories that come in different, shapes, sizes, hues etc. The term came into use in the 20th century., Algebraic varieties are the central objects of study in algebraic geometry, a sub-field of mathematics. Classically, an algebraic variety is defined as the set of solutions of a system of polynomial equations over the real or complex numbers. Modern definitions generalize this concept in several different ways, while attempting to preserve the geometric intuition behind the original definition.:58Conventions regarding the definition of an algebraic variety differ slightly. For example, some definitions require an algebraic variety to be irreducible, which means that it is not the union of two smaller sets that are closed in the Zariski topology. Under this definition, non-irreducible algebraic varieties are called algebraic sets. Other conventions do not require irreducibility.
The fundamental theorem of algebra establishes a link between algebra and geometry by showing that a monic polynomial (an algebraic object) in one variable with complex number coefficients is determined by the set of its roots (a geometric object) in the complex plane. Generalizing this result, Hilbert's Nullstellensatz provides a fundamental correspondence between ideals of polynomial rings and algebraic sets. Using the Nullstellensatz and related results, mathematicians have established a strong correspondence between questions on algebraic sets and questions of ring theory. This correspondence is a defining feature of algebraic geometry.
Many algebraic varieties are manifolds, but an algebraic variety may have singular points while a manifold cannot. Algebraic varieties can be characterized by their dimension. Algebraic varieties of dimension one are called algebraic curves and algebraic varieties of dimension two are called algebraic surfaces.
In the context of modern scheme theory, an algebraic variety over a field is an integral (irreducible and reduced) scheme over that field whose structure morphism is separated and of finite type.",64000000_Personal Accessories,64010000_Personal Accessories,64010400_Personal Accessories Variety Packs
